   1.5329441384052087E-01  1.2599614725154065E-05  1.8782280459388931E+00  5.7621243750468333E+04  3.8970914155563146E+03  1.0451388274338723E-05  8.1176901199800366E-02  3.2829866307986407E-05  5.5022963466341790E-01  6.6540318708552240E+03
   2.4010798216502949E+03  8.0325514585769382E-05  1.2471867056434718E-03  6.6800757826760970E-08  1.0042461932657508E-01  6.4810393292572442E+01  3.8579399017522297E+02  3.2190883053718718E-05  3.6640940683220036E-03  3.5247853257114980E-03
   1.6826546439419770E-04  5.1991456223618652E+03  8.8985906866425637E+02  2.7711162002385031E-05  8.3017651626321258E-07  1.6220524880293176E-12  5.4753871628811170E-04  3.9728297107095301E-03  6.3807933403046945E+02  1.7282207806201843E-04
   5.0980158868134723E-08  2.8202339200690443E-14  2.0918073500167443E-04  7.2337429273174589E-06  3.3475820267201487E+02  5.3544541222492071E-03  1.3240674224327648E-08  5.4943948753424418E-15  3.4431966157078295E-05  2.4408213417005172E-07
   1.0794106144513782E+02  6.3144601227111546E-03  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   3.3964364584399945E-10  8.0770609653955724E-05  7.1547447176084633E-03  6.3940960769615571E-03  4.8600620700187289E-06  6.2341632112343168E-10  2.2326769350549283E-07  9.5712250853760028E-01  7.2153315714850805E+00  9.8128574944224471E+00
   6.6870143601033571E-09  2.0805552302082830E+00  4.9061862633799523E-11  1.2522080320871176E+01  2.2951508752700887E+04  3.7352420220045788E+03  4.7849789554661820E-11  1.6765354321373982E-01  1.9350932265928557E-05  2.1597797493015505E+00
   6.0570339444721038E+04  3.9872549843195497E+03  1.6426531601710584E-05  8.9876612807751000E-02  5.0314320048138097E-05  6.3308969916873037E-01  7.0152238506150634E+03  2.4683058875896782E+03  1.2474324002709235E-04  1.3772631728104171E-03
   1.0403955425365402E-07  1.1581137157488824E-01  7.0358351100534094E+01  3.9830127154555151E+02  4.9789523161611147E-05  4.2046847153052458E-03  5.2154010063074283E-03  2.1114136048521395E-04  5.5290518327142045E+03  9.2629684306339072E+02
   4.3886383935732016E-05  9.5104862991709368E-07  2.7022256354433210E-12  6.4374521478287403E-04  4.5826256236428768E-03  6.6710416990259205E+02  2.6779629934082074E-04  5.9340763681000483E-08  4.8297809009462137E-14  2.5015061656066920E-04
   8.8810096892705483E-06  3.5171105038051530E+02  8.0619658826139532E-03  1.5614865446619176E-08  9.5591414616201553E-15  4.1672127153483431E-05  3.0692441785291594E-07  1.1373228260844674E+02  9.4470472219888128E-03  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.3626794125790265E-10  1.1525193387997564E-04  7.8262387535288479E-03
   7.6334280242562492E-03  6.1167117569975042E-06  8.3116324727508958E-10  3.4533107735364438E-07  9.9045609853452732E-01  9.4320715129356021E+00  1.0484683095253347E+01  1.1163585269484948E-08  2.2131120602223144E+00  8.4128238047487963E-11
   1.4116565714921366E+01  2.4020652383199365E+04  3.8232168363379333E+03  8.5043835942255066E-11  1.8322246371461914E-01  2.9609372156294067E-05  2.4809445436991266E+00  6.3656277798322830E+04  4.0785250166846995E+03  2.5713381863208408E-05
   9.9425875264040994E-02  7.6826845787467880E-05  7.2773192868643677E-01  7.3948805723661026E+03  2.5367281086235471E+03  1.9296362190920042E-04  1.5198636824200738E-03  1.6143724764583932E-07  1.3346076016674824E-01  7.6369262559708787E+01
   4.1109100983700557E+02  7.6711179801531741E-05  4.8207215227187329E-03  7.6930311539837324E-03  2.6444861977976822E-04  5.8778407580676339E+03  9.6385985399126241E+02  6.9218754370436290E-05  1.0889244531504230E-06  4.4844080210550920E-12
   7.5639187988881559E-04  5.2837033566418504E-03  6.9717167128322205E+02  4.1335703402453703E-04  6.9030087709282151E-08  8.2379791653851089E-14  2.9891799093005096E-04  1.0892498467292702E-05  3.6936584364406679E+02  1.2094974310204044E-02
   1.8402338409014304E-08  1.6562707042223003E-14  5.0395078527196045E-05  3.8550783002534220E-07  1.1978402816485715E+02  1.4084229371775232E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.3287270145676948E-10  1.6391872649882086E-04  8.5577046326148799E-03  9.1067208941957769E-03  7.6917824679992802E-06  1.1068141265131670E-09
   5.3231212440585045E-07  1.0245631589742032E+00  1.2300373146518774E+01  1.1196445170232852E+01  1.8553177429734567E-08  2.3532138662754436E+00  1.4359098948411799E-10  1.5901066667776785E+01  2.5136159751166007E+04  3.9126230116566212E+03
   1.5038080366001507E-10  2.0008947885865450E-01  4.5138908149417822E-05  2.8469150942429917E+00  6.6884651461654386E+04  4.1708914667415993E+03  4.0089446442710391E-05  1.0989814709767336E-01  1.1688112614159907E-04  8.3573162315051996E-01
   7.7939010842114476E+03  2.6063475818149382E+03  2.9733377647808793E-04  1.6760880770257574E-03  2.4958097567182024E-07  1.5369164309828079E-01  8.2880846049092085E+01  4.2416537896926104E+02  1.1773623058426669E-04  5.5220690758780314E-03
   1.1312802243649504E-02  3.3060146004214709E-04  6.2464492723066114E+03  1.0025652608270923E+03  1.0873060230122552E-04  1.2461142160122114E-06  7.4136303660882126E-12  8.8820874781823695E-04  6.0893800166967492E-03  7.2830497111131206E+02
   6.3558806195791718E-04  8.0252481747106453E-08  1.3995225661635749E-13  3.5692210505025156E-04  1.3346268308890016E-05  3.8774272864261002E+02  1.8080902059533270E-02  2.1672862572132140E-08  2.8580691366087550E-14  6.0896114446109058E-05
   4.8366322353805504E-07  1.2610510888936214E+02  2.0924739039321346E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  3.2945974452865948E-10  2.3238466226514743E-04  9.3540864257732319E-03  1.0856924307971340E-02  9.6642365706251019E-06  1.4721209180781745E-09  8.1775789640169889E-07  1.0594506642511150E+00  1.6002970933774449E+01
   1.1950104514291146E+01  3.0696829160156158E-08  2.5012366767280514E+00  2.4396004259992780E-10  1.7896626102929595E+01  2.6299893032987962E+04  4.0034706415733222E+03  2.6457513680208826E-10  2.1834805203811145E-01  6.8561326189878530E-05
   3.2635121158897196E+00  7.0261243874820153E+04  4.2643439494253471E+03  6.2255026521617618E-05  1.2137221181288117E-01  1.7717267761010341E-04  9.5886121551408954E-01  8.2132271549750985E+03  2.6771649501786519E+03  4.5639278847453931E-04
   1.8471229800178116E-03  3.8444648932815449E-07  1.7686587710788265E-01  8.9933826590927609E+01  4.3752645619979887E+02  1.8001446069315001E-04  6.3197834726952083E-03  1.6584939972187147E-02  4.1254322439739961E-04  6.6358511569665461E+03
   1.0424296806580469E+03  1.7010959946479282E-04  1.4252313405145663E-06  1.2209964963385005E-11  1.0423660296396578E-03  7.0148649128255617E-03  7.6052703227032089E+02  9.7357603053673620E-04  9.3242664987115159E-08  2.3682085905373942E-13
   4.2585924081946761E-04  1.6336561486829522E-05  4.0686195928264613E+02  2.6933896354045538E-02  2.5507619010855181E-08  4.9120023432091719E-14  7.3527605439786958E-05  6.0612583526464721E-07  1.3270448148788500E+02  3.0980589800031495E-02
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.2603086113491079E-10  3.2839597480734453E-04
   1.0220696255642538E-02  1.2934640856959369E-02  1.2132166703285230E-05  1.9556580301946194E-09  1.2520393882485402E-06  1.0951256969889835E+00  2.0771351734779543E+01  1.2747692943670888E+01  5.0564607598096840E-08  2.6575722099746084E+00
   4.1260510921174291E-10  2.0126433026792125E+01  2.7513783261884488E+04  4.0957697250026572E+03  4.6316193086145804E-10  2.3809699389261715E-01  1.0375889509409382E-04  3.7372535275583108E+00  7.3792034053130206E+04  4.3588717639493098E+03
   9.6295973434078473E-05  1.3393245935457579E-01  2.6759683773796921E-04  1.0991132486374813E+00  8.6538453296709285E+03  2.7491804104697621E+03  6.9786953107422956E-04  2.0342478415136611E-03  5.9005315683790678E-07  2.0339385854000944E-01
   9.7572170889035334E+01  4.5117622144911593E+02  2.7419868786693541E-04  7.2262423624927579E-03  2.4240223413307727E-02  5.1385558250612831E-04  7.0470579463366639E+03  1.0834691480297261E+03  2.6507557782586287E-04  1.6292309099035396E-06
   2.0034147297747084E-11  1.2225429597819545E-03  8.0775212267222684E-03  7.9386061065975537E+02  1.4856679091358781E-03  1.0827007907639353E-07  3.9916787498283473E-13  5.0772700532969320E-04  1.9977041403551332E-05  4.2674387146682722E+02
   3.9981115918222843E-02  3.0001007131545180E-08  8.4082216858853679E-14  8.8709682031239489E-05  7.5874202569020714E-07  1.3959124356704143E+02  4.5712459708372288E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.2258781379850667E-10  4.6260730795100023E-04  1.1163238935214228E-02  1.5399446773316708E-02  1.5217313553134253E-05
   2.5949152993262818E-09  1.9105289828399061E-06  1.1315954898270868E+00  2.6898085650761747E+01  1.3591314465583979E+01  8.2926779625040439E-08  2.8226283491601465E+00  6.9469304699917852E-10  2.2616021697858507E+01  2.8779832656579794E+04
   4.1895301672462510E+03  8.0679617098693291E-10  2.5944064648178855E-01  1.5645916048448832E-04  4.2754304022521650E+00  7.7483201422951824E+04  4.4544639180089553E+03  1.4837026981570826E-04  1.4766917218647904E-01  4.0272432752965664E-04
   1.2587258346016719E+00  9.1167890884363860E+03  2.8223937219942964E+03  1.0630794727793725E-03  2.2388413511226766E-03  9.0238369475163868E-07  2.3374074559869265E-01  1.0584334042336876E+02  4.6511655686387888E+02  4.1610109229817392E-04
   8.2552873083465862E-03  3.5322078978387864E-02  6.3888879846537357E-04  7.4811197528465382E+03  1.1256990745620838E+03  4.1142360266068943E-04  1.8614528658136240E-06  3.2750311199454457E-11  1.4330070814415493E-03  9.2971628760314864E-03
   8.2832821749554910E+02  2.2586305995438861E-03  1.2564384347044731E-07  6.7019537737811131E-13  6.0487595933752419E-04  2.4404653924006733E-05  4.4740885618629488E+02  5.9142524095588171E-02  3.5262728043091738E-08  1.4335891465125934E-13
   1.0694284982417186E-04  9.4872168402252092E-07  1.4677462822244260E+02  6.7221358269210454E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  3.1913233624657299E-10  6.4962714686641481E-04  1.2187838152146259E-02  1.8321432732795243E-02  1.9070620491521359E-05  3.4390182385739319E-09  2.9056249617870397E-06  1.1688674705282862E+00
   3.4752102177441259E+01  1.4483146388023764E+01  1.3541131826551249E-07  2.9968296197285613E+00  1.1644252267089318E-09  2.5393487340281322E+01  3.0100117022028906E+04  4.2847617812172957E+03  1.3984975610509133E-09  2.8248906316607314E-01
   2.3508106032894000E-04  4.8861902903611059E+00  8.1341130706124604E+04  4.5511091527124008E+03  2.2772267830380635E-04  1.6267881494857328E-01  6.0393209550358784E-04  1.4402108440966492E+00  9.6031411143887217E+03  2.8968042164339795E+03
   1.6133486508477521E-03  2.4623882373444039E-03  1.3751502866499035E-06  2.6843344186337381E-01  1.1479856396513021E+02  4.7934924662363022E+02  6.2910410689012328E-04  9.4223794005999194E-03  5.1315747419691700E-02  7.9291682701308254E-04
   7.9391260696249346E+03  1.1691342085254478E+03  6.3606555598130852E-04  2.1256704978982423E-06  5.3341249491145452E-11  1.6787055007431715E-03  1.0696391169585040E-02  8.6395208091046470E+02  3.4210074431507277E-03  1.4571839193636239E-07
   1.1209132530823484E-12  7.2006974802551506E-04  2.9784227249705126E-05  4.6887733145965376E+02  8.7185947145612008E-02  4.1420185525955579E-08  2.4346431228944777E-13  1.2882287219860114E-04  1.1849460207793770E-06  1.5426399824795976E+02
   9.8519038632309222E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.1566613280577646E-10
   9.0942200029416618E-04  1.3301064300974531E-02  2.1783000111292118E-02  2.3879055370311922E-05  4.5522589607119524E-09  4.4043722075573691E-06  1.2069493105155760E+00  4.4797573195106295E+01  1.5425440364292234E+01  2.2016280651337131E-07
   3.1806176689573395E+00  1.9431584210097130E-09  2.8489719602356061E+01  3.1476788224308177E+04  4.3814742888042256E+03  2.4123820959281775E-09  3.0735818303293483E-01  3.5195459180502672E-04  5.5786285331653804E+00  8.5372416851117712E+04
   4.6487959681902657E+03  3.4817836040620178E-04  1.7906432653520238E-01  9.0246905073199622E-04  1.6463850963183360E+00  1.0114035676153373E+04  2.9724108086742417E+03  2.4393638487635542E-03  2.7064864744381942E-03  2.0882466283673056E-06
   3.0806842985412636E-01  1.2449313097796413E+02  4.9387597699630612E+02  9.4765645559574349E-04  1.0744769089010325E-02  7.4328878626664013E-02  9.8232161255230790E-04  8.4222065470058405E+03  1.2137885944741840E+03  9.7954009432036694E-04
   2.4261448563280339E-06  8.6562357990419659E-11  1.9653698589387173E-03  1.2300976437433681E-02  9.0075410693002959E+02  5.1625207811520982E-03  1.6889988023534522E-07  1.8675907150300976E-12  8.5655507391862366E-04  3.6313945741502577E-05
   4.9116971314706569E+02  1.2808762785251093E-01  4.8621251397207517E-08  4.1186126234500804E-13  1.5505831285980967E-04  1.4783424586215330E-06  1.6206883996973872E+02  1.4390819986214759E-01  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.1219087784931973E-10  1.2691964765659529E-03  1.4509964073279764E-02  2.5880953449030041E-02
   2.9873978999362887E-05  6.0186734149633905E-09  6.6541956416834585E-06  1.2458489769446581E+00  5.7617203396670448E+01  1.6420523366666320E+01  3.5643342012811007E-07  3.3744517465783730E+00  3.2284956501798394E-09  3.1938655033610996E+01
   3.2912076741860517E+04  4.4796773223740074E+03  4.1412970789036072E-09  3.3416999863869618E-01  5.2507246478410965E-04  6.3628882253316661E+00  8.9583870009160746E+04  4.7475126498385862E+03  5.3033305714084351E-04  1.9693541330609873E-01
   1.3438506215145824E-03  1.8804048445346939E+00  1.0650661131126424E+04  3.0492120086229224E+03  3.6747307611522187E-03  2.9728549187623371E-03  3.1600933418642416E-06  3.5332055329430662E-01  1.3498670747936023E+02  5.0869833664731118E+02
   1.4223239275400342E-03  1.2241681238607062E-02  1.0734324061012641E-01  1.2148116676349158E-03  8.9315317396553928E+03  1.2596755330396304E+03  1.5026732965220902E-03  2.7676857908795019E-06  1.3996774380141766E-10  2.2996370191699488E-03
   1.4140290473772221E-02  9.3875583990524353E+02  7.7621514274444888E-03  1.9565346643728013E-07  3.0998795056979844E-12  1.0181430527251294E-03  4.4231856790793407E-05  5.1430638467326730E+02  1.8754012339692228E-01  5.7037448731771801E-08
   6.9404315089997134E-13  1.8649119550440287E-04  1.8423407104866145E-06  1.7019875671036436E+02  2.0951523869490044E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.0870821529423370E-10  1.7659026492921014E-03  1.5822091924316623E-02  3.0728936104769820E-02  3.7341399074600874E-05  7.9479672730838909E-09  1.0020354706109617E-05
   1.2855747884196949E+00  7.3940895076051149E+01  1.7470798583475858E+01  5.7461222740645370E-07  3.5788091855251372E+00  5.3407818265136793E-09  3.5777549930823909E+01  3.4408294295334352E+04  4.5793804264138962E+03  7.0754132864050317E-09
   3.6305271577091558E-01  7.8059656403629775E-04  7.2502695288754184E+00  9.3982520553508803E+04  4.8472472951424870E+03  8.0475236582444956E-04  2.1640884201013458E-01  1.9941350604417278E-03  2.1458038792997449E+00  1.1214262555845855E+04
   3.1272059340030119E+03  5.5155607250498440E-03  3.2633413978130936E-03  4.7656072158255837E-06  4.0495285761999489E-01  1.4634367605257771E+02  5.2381781720618119E+02  2.1270594285234066E-03  1.3934516449016438E-02  1.5456445406974406E-01
   1.4996808100033437E-03  9.4683138208859618E+03  1.3068075409858041E+03  2.2963768552157239E-03  3.1557204020271282E-06  2.2551455729637526E-10  2.6891877452983898E-03  1.6247796366375269E-02  9.7797842248682230E+02  1.1628623847294139E-02
   2.2651157813015960E-07  5.1259632315028832E-12  1.2093037222148527E-03  5.3823597463870712E-05  5.3830766569780019E+02  2.7366527517196476E-01  6.6867613978080762E-08  1.1650823802189203E-12  2.2412131315758659E-04  2.2934269744894044E-06
   1.7866346188981043E+02  3.0403424287978242E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   3.0521975814759304E-10  2.4495789443562551E-03  1.7245543543756393E-02  3.6460263217565556E-02  4.6634519532296979E-05  1.0483177844456628E-08  1.5040275144589375E-05  1.3261354744601297E+00  9.4680952724311339E+01  1.8578746233747413E+01
   9.2246444522210670E-07  3.7941858817922385E+00  8.7970922520604703E-09  4.0047274983584778E+01  3.5967836558342526E+04  4.6805930593117764E+03  1.2031268884516172E-08  3.9414090387483192E-01  1.1564314228983885E-03  8.2533490867208581E+00
   9.8575624140114189E+04  4.9479878410305628E+03  1.2166272900552447E-03  2.3760873086724951E-01  2.9488546511858434E-03  2.4465356003804533E+00  1.1806144510194497E+04  3.2063903241012149E+03  8.2486622051989675E-03  3.5799312765277102E-03
   7.1622656568476733E-06  4.6382761033354392E-01  1.5863350182424563E+02  5.3923581409452129E+02  3.1696292631338244E-03  1.5847069708105371E-02  2.2190642256929030E-01  1.8481138523532578E-03  1.0033807260637579E+04  1.3551963116348961E+03
   3.4960054479434882E-03  3.5963697804734110E-06  3.6206252670789968E-10  3.1429059694728736E-03  1.8661603111533406E-02  1.0184425552315067E+03  1.7358562044203975E-02  2.6208329514795026E-07  8.4447690023341781E-12  1.4352757358008614E-03
   6.5431559817492822E-05  5.6319377977621355E+02  3.9801160117033824E-01  7.8342107622282514E-08  1.9483907607950014E-12  2.6913480683427124E-04  2.8518165630957622E-06  1.8747277177163920E+02  4.3976251313174430E-01  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.0172708810023953E-10  3.3877790945632119E-03  1.8788991468036035E-02
   4.3231214259780860E-02  5.8189080732454062E-05  1.3810567685846015E-08  2.2502101744694456E-05  1.3675402388267042E+00  1.2097522940585955E+02  1.9746924293449347E+01  1.4747517808262013E-06  4.0210967723378301E+00  1.4428459954147547E-08
   4.4792633234012420E+01  3.7593185951544336E+04  4.7833245952750858E+03  2.0362642140273980E-08  4.2757563572949903E-01  1.7073005182215173E-03  9.3861103315998413E+00  1.0337066680799285E+05  5.0497220917058803E+03  1.8325234493870011E-03
   2.6066683711829469E-01  4.3456788934423292E-03  2.7870194399876871E+00  1.2427673942510824E+04  3.2867625544520233E+03  1.2291968930985647E-02  3.9247565268381787E-03  1.0727783726757821E-05  5.3091863610583012E-01  1.7193112635639929E+02
   5.5495362761818569E+02  4.7065118376505219E-03  1.8005767477431663E-02  3.1766026601775865E-01  2.2735470800818226E-03  1.0629309463526921E+04  1.4048526757719894E+03  5.3023131745946177E-03  4.0965350129303353E-06  5.7925459751824543E-10
   3.6710616074482846E-03  2.1425093339229213E-02  1.0601684559347129E+03  2.5819722460115380E-02  3.0306499252915643E-07  1.3861033343057995E-11  1.7021935704634578E-03  7.9465751208970204E-05  5.8898482106111578E+02  5.7694480226658151E-01
   9.1727652845708804E-08  3.2460803889777938E-12  3.2293773383248705E-04  3.5422693201952098E-06  1.9663659786435835E+02  6.3403707003624976E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.9823175516661891E-10  4.6714291357361831E-03  2.0461722982382826E-02  5.1224856802855309E-02  7.2542088179425958E-05  1.8172383255797116E-08
   3.3557896477361540E-05  1.4097988268144432E+00  1.5423989817800586E+02  2.0977969127249278E+01  2.3480037341184914E-06  4.2600763099015770E+00  2.3564812278483634E-08  5.0062702952980239E+01  3.9286914522510502E+04  4.8875843263870629E+03
   3.4303514065517659E-08  4.6350461490533357E-01  2.5119314928528460E-03  1.0664085535598160E+01  1.0837537011760933E+05  5.1524377468987232E+03  2.7501290211912215E-03  2.8572283921630703E-01  6.3823045606749909E-03  3.1721920540599506E+00
   1.3080283243053611E+04  3.3683196524326386E+03  1.8252306123832315E-02  4.3001053279909046E-03  1.6014392745246511E-05  6.0732511622296337E-01  1.8631739154477907E+02  5.7097246432618965E+02  6.9641109931354974E-03  2.0439924328304375E-02
   4.5341519429988031E-01  2.7920925340928320E-03  1.1256161363284793E+04  1.4557865631400657E+03  8.0119246032698405E-03  4.6639935448708617E-06  9.2352094939520682E-10  4.2855202918154946E-03  2.4587633511229254E-02  1.1031758187881223E+03
   3.8269683720250434E-02  3.5025240643496867E-07  2.2667979247900615E-11  2.0172349177746910E-03  9.6416649407056511E-05  6.1570072009686771E+02  8.3357974659770340E-01  1.0733289274044192E-07  5.3879141407755942E-12  3.8719546217430231E-04
   4.3950769817627878E-06  2.0616493898942946E+02  9.1122086891017962E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  2.9473527736925812E-10  6.4225495025341068E-03  2.2273680471998056E-02  6.0655483785274765E-02  9.0354649780285034E-05  2.3883286779210137E-08  4.9886231278049971E-05  1.4529215966212128E+00  1.9623386576568291E+02
   2.2274596019611693E+01  3.7231033009853421E-06  4.5116789335602823E+00  3.8325481776946316E-08  5.5911207127006442E+01  4.1051686913934936E+04  4.9933814648004973E+03  5.7523250832189951E-08  5.0208228948754907E-01  3.6831901552296016E-03
   1.2104510497213367E+01  1.1359769632574881E+05  5.2561224304853786E+03  4.1122817874853926E-03  3.1292461169826724E-01  9.3416397583071659E-03  3.6075637353552787E+00  1.3765473453665023E+04  3.4510583137435492E+03  2.7007634343757428E-02
   4.7084322267952755E-03  2.3826772810904190E-05  6.9428701818678129E-01  2.0187949576872242E+02  5.8729343863815950E+02  1.0268853142521453E-02  2.3182020262382003E-02  6.4532233723689392E-01  3.4230364542254250E-03  1.1915747969851871E+04
   1.5080069646389572E+03  1.2061471320186645E-02  5.3075071167150766E-06  1.4673364206234241E-09  4.9999838595988387E-03  2.8205377118104381E-02  1.1474837734653795E+03  5.6524486863759542E-02  4.0455430592078681E-07  3.6936273209490933E-11
   2.3887913123372766E-03  1.1687040277117062E-04  6.4336120876728432E+02  1.2004557521763068E+00  1.2551476927205918E-07  8.9099350751896880E-12  4.6387886173418659E-04  5.4472573419355653E-06  2.1606787302922766E+02  1.3054401269781128E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.9123914046642054E-10  8.8044056881671755E-03
   2.4235504394115794E-02  7.1773758748366792E-02  1.1243978754779464E-04  3.1351491131764705E-08  7.3924976238922254E-05  1.4969195949001455E+00  2.4913724149856753E+02  2.3639599598967525E+01  5.8796784485539193E-06  4.7764795337890673E+00
   6.2073632766236095E-08  6.2396911345720099E+01  4.2890263422825388E+04  5.1007251450681770E+03  9.6021156038678575E-08  5.4346995050770841E-01  5.3823227397517531E-03  1.3726492816278494E+01  1.1904585359540056E+05  5.3607637194140161E+03
   6.1270798716913958E-03  3.4242849064329689E-01  1.3627129882950532E-02  4.0992805421721004E+00  1.4484817641883597E+04  3.5349749197456067E+03  3.9823726816826090E-02  5.1523688887237561E-03  3.5333574992737602E-05  7.9320233916098271E-01
   2.1871148470210102E+02  6.0391757474153519E+02  1.5089738444657240E-02  2.6267999858600313E-02  9.1582398278646027E-01  4.1894237513651605E-03  1.2609498865351350E+04  1.5615218953430078E+03  1.8091280887347204E-02  6.0369426299056571E-06
   2.3234458643027876E-09  5.8302659592241214E-03  3.2342172704439349E-02  1.1931108442425441E+03  8.3197390026139614E-02  4.6700797601233165E-07  5.9969441404488755E-11  2.8266654898409672E-03  1.4152678425553690E-04  6.7198578446070098E+02
   1.7232287652952760E+00  1.4668584150296729E-07  1.4680304698569371E-11  5.5531841701148238E-04  6.7439968581240551E-06  2.2635554836973066E+02  1.8643446100151859E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.8774479772146091E-10  1.2034811697678711E-02  2.6358579055800389E-02  8.4872677390458590E-02  1.3979626339468006E-04
   4.1105908169273620E-08  1.0920352453496354E-04  1.5418046366044675E+00  3.1564674285357449E+02  2.5075854148614557E+01  9.2482559186194280E-06  5.0550739107458256E+00  1.0012411365298379E-07  6.9584051979778764E+01  4.4805503153392994E+04
   5.2096244266093327E+03  1.5956121793559493E-07  5.8783581349114944E-01  7.8389013793341965E-03  1.5551194762547960E+01  1.2472830123932922E+05  5.4663491728805229E+03  9.0966102508017958E-03  3.7439952749500249E-01  1.9812134713256137E-02
   4.6541926798932112E+00  1.5239964448193903E+04  3.6200655556230763E+03  5.8519113843159935E-02  5.6347354726923472E-03  5.2226484878516154E-05  9.0564636667079279E-01  2.3691477937058065E+02  6.2084580875921847E+02  2.2098289834186643E-02
   2.9737594387809301E-02  1.2960124498773000E+00  5.1187420815170075E-03  1.3338888645124605E+04  1.6163383584537232E+03  2.7036935232890705E-02  6.8634074552035164E-06  3.6666500627799901E-09  6.7946077406713960E-03  3.7070590010975242E-02
   1.2400749092636922E+03  1.2203568863365570E-01  5.3879674275924727E-07  9.7019063047993510E-11  3.3422994637597428E-03  1.7122037570832996E-04  7.0159367352199502E+02  2.4657500785774298E+00  1.7132267683591399E-07  2.4099960222253238E-11
   6.6426756423419091E-04  8.3403913550679794E-06  2.3703817505460538E+02  2.6542566059140218E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  2.8425366971236209E-10  1.6403514366806361E-02  2.8655081396463059E-02  1.0029446960878234E-01  1.7364966513190442E-04  5.3830975694469128E-08  1.6081543090381087E-04  1.5875893892336053E+00
   3.9909147225107159E+02  2.6586313797960170E+01  1.4489030102614870E-05  5.3480792244505908E+00  1.6084148901325716E-07  7.7542796643412871E+01  4.6800367266463101E+04  5.3200882963119921E+03  2.6396278231563933E-07  6.3535508150175579E-01
   1.1378658835522819E-02  1.7602031801111405E+01  1.3065375499618355E+05  5.5728663616934891E+03  1.3457840590300384E-02  4.0901172890185289E-01  2.8708703195182823E-02  5.2799297194834436E+00  1.6032641815552019E+04  3.7063260293390117E+03
